text,size,group,year1,type_of_violence,conflict_name,dyad_name,source_original,where_coordinates,date_start,date_end
R 8/14/1989 SIXTY PEOPLE KILLED IN SRI LANKAN VIOLENCE.,2,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,,Kandy,32733,32733
"AP 10/5/2000 Suicide bomber kills himself, 12 others; Sri Lanka dumps peace initiative",13,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Medawachchiya town,36804,36804
AP 10/7/2000 More than 33 killed in attack in Sri Lanka's north,33,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Nagarkovil town,36804,36804
AP 10/17/2000 Sri Lankan army: five killed in attack on Tamil base,5,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Nunavil locality,36815,36815
"AP 10/18/2000 Sri Lanka's new Parliament meets, 14 killed in violence",14,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,North Eastern,36817,36817
R 8/13/1989 LEFTWING REBELS KILL TELEVISION JOURNALIST IN SRI LANKA.,1,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,police,Ahangama town,32732,32732
AP 10/31/2000 Curfew lifted from Sri Lankan towns,11,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,government spokesman,North Eastern,36829,36829
"AP 11/6/2000 Tamil rebels admit abortive port attack, two top combatants killed",2,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Waters off Trincomale town,36834,36834
AP 11/26/2001 Five Tamil rebels killed in Sri Lanka's north and east,2,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Batticaloa town,37221,37221
R 11/18/2000 UPDATE 1-Sri Lanka Air Force says hit rebel fuel dump,12,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Alampil town,36845,36845
R 11/18/2000 UPDATE 1-Sri Lanka Air Force says hit rebel fuel dump,11,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,army spokesman,Omantai town,36848,36848
AP 11/19/2000 17 killed in Sri Lanka fighting    AP 11/20/2000 Sri Lankan troops consolidate newly captured areas in the north,27,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,government spokesman,Madduvil village,36849,36849
R 11/28/2000 Clashes kill 21 in Sri Lanka despite peace hopes.,11,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Jaffna,36857,36857
"R 8/22/1989 SRI LANKA TROOPS ARREST OVER 2,000 IN ANTI-REBEL SWEEPS.",1,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,military sources,Sri Lanka,32741,32742
"R, 2000-11-28",7,520,2000,3,LTTE - Civilians,LTTE - Civilians,military officials,Anuradhapura,36858,36858
R 11/28/2000 At least seven killed in Sri Lanka bus blast.,3,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military officials,Padaviya tank,36858,36858
AP 11/30/2000 Nine killed in suspected Tamil attacks as government urged to restart peace talks,4,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Kumburupiddy town,36860,36860
R 11/30/2000 Sri Lanka rebel attacks kill at least 12 troops.,4,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Batticaloa,36860,36860
R 12/1/2000 Sri Lanka says nine rebels killed in air attack.,9,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Chempiyanpattu,36860,36860
R 4/24/1992 TWO SRI LANKAN SOLDIERS DIE IN MINE BLAST.,2,352,1992,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Mannar,33717,33717
"R, 2000-12-21",0,489,2000,3,Government of Sri Lanka - Civilians,Government of Sri Lanka - Civilians,AI,Trincomalee town,36874,36874
"AP 12/22/2000 Troops launch military operation, ignore rebel cease-fire offer",76,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,North Eastern,36882,36882
R 12/23/2000 UPDATE 1-S.Lanka troops in fresh attack after heavy battles.,17,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Navatkuli town,36883,36883
AP 12/24/2000 14 girl soldiers among 18 rebels killed by Sri Lankan forces,18,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Navatkuli town,36884,36884
AP 12/27/2000 Fighting continues in Sri Lanka's north despite rebel pledge to cease fire,2,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Eluthumadduval town,36887,36887
R 12/27/2000 Sri Lanka says rebels violate truce with attacks.,4,352,2000,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,government statement,North Eastern,36887,36887
R 1/4/2001 Sri Lanka says 7 rebels killed in north.,7,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Omantai town,36895,36895
"R 8/26/1989 35 PEOPLE KILLED IN SRI LANKAN VILLAGE, SAY RESIDENTS.",5,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,government statement,Kurunegala,32743,32745
R 1/17/2001 UPDATE 1-Sri Lanka forces battle for key rebel stronghold.,106,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military officials,Elephant Pass,36907,36908
R 1/23/2001 Sri Lanka troops consolidate gains under fire.,22,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Elephant Pass,36913,36914
R 1/24/2001 Landmine explosion kills 11 Sri Lankan soldiers.,11,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Jaffna,36914,36914
R 8/25/1989 ANOTHER INDIAN BATTALION TO LEAVE SRI LANKA.,4,352,1989,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,police,Nochchiyagama town,32745,32745
"R 8/26/1989 35 PEOPLE KILLED IN SRI LANKAN VILLAGE, SAY RESIDENTS.",3,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,government statement,Wilpattu National Park,32745,32745
AP 2/1/2001 Troops repel rebel attack in northern Sri Lanka,4,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Karativu Island,36922,36922
AP 2/1/2001 Troops repel rebel attack in northern Sri Lanka,3,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Muhamalai town,36922,36922
"Reuters, 27 August 1989",0,511,1989,3,JVP - Civilians,JVP - Civilians,military sources,Walasmulla village,32747,32747
"AP 2/19/2001 Troops kill 10 Tamil rebels, radical group submits 1 million signatures for rebel ban",10,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Jaffna,36940,36940
R 8/21/1991 FIVE SOLDIERS KILLED IN TAMIL REBEL AMBUSH IN EAST SRI LANKA.,5,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Ampara town,33470,33470
AP 3/7/2001 Nine killed in Sri Lanka's northeast,1,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Manal Aru stream,36957,36957
AP 3/7/2001 Nine killed in Sri Lanka's northeast,0,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Mannar town,36957,36957
AP 3/7/2001 Nine killed in Sri Lanka's northeast,8,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Peraru locality,36957,36957
R 3/21/2001 Sri Lanka says 7 missing in Tamil Tiger sea raid.,7,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,water off Mullaittivu town,36971,36971
R 3/28/2001 Clashes leave at least 13 dead in Sri Lanka.,2,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Chavakachcheri town,36978,36978
AP 10/5/2001 Sporadic confrontations kill 11 in northeastern Sri Lanka,1,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Batticaloa town,37167,37167
R 8/21/1991 FIVE SOLDIERS KILLED IN TAMIL REBEL AMBUSH IN EAST SRI LANKA.,3,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Batticaloa,33470,33470
AP 4/12/2001 Five Tamil Tiger rebels killed a day before goodwill cease-fire in Sri Lanka,2,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,deputy government spokesman,Jaffna,36992,36992
AP 4/12/2001 Five Tamil Tiger rebels killed a day before goodwill cease-fire in Sri Lanka,3,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,deputy government spokesman,Manal Aru stream,36992,36992
R 1/26/1991 SRI LANKA TO LIFT STATE OF EMERGENCY SOON - DEFENCE MINISTER.,1,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Eastern,33263,33263
R 8/28/1989 SRI LANKAN SOLDIERS SMASH OPEN SHOPS TO BREAK STRIKE.,5,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,,Horana town,32748,32748
R 8/30/1989 THOUSANDS MISSING IN SRI LANKA AS 25 MORE BODIES BURNED.,2,313,1989,1,Sri Lanka (Ceylon): Government,Government of Sri Lanka - JVP,police,Colombo city,32750,32750
"AP 4/28/2001 Tamil guerrillas claim major battle victories, hundreds killed on both side    AP 4/30/2001 Sri Lanka urges talks with rebels as army death toll rises",288,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,army,Eluthumadduval town,37006,37009
AP 10/5/2001 Sporadic confrontations kill 11 in northeastern Sri Lanka,5,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Kilali town,37167,37168
"R, 2001-05-02",0,489,2001,3,Government of Sri Lanka - Civilians,Government of Sri Lanka - Civilians,hospital and govt officials,Mawanella village,37013,37013
AP 5/5/2001 Clashes between Sri Lankan troops and rebels kill 13 on both sides,5,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,police,Muhamalai town,37015,37015
R 11/15/1990 FIVE REPORTED DEAD IN SRI LANKA REBEL ATTACKS.,2,352,1990,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Ampara,33191,33191
"R 7/20/1990 SRI LANKAN PARLIAMENT EXTENDS EMERGENCY TO ""CRUSH"" REBELS.",51,352,1990,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military office,Thirukkovil  town,33073,33074
AP 5/18/2001 Norwegian peace envoy returns after meeting rebel leader in northern jungles,4,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Vavuniya town,37029,37029
R 5/18/2001 Four Sri Lankan soldiers killed as envoy returns.,6,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Vavuniya town,37029,37029
R 7/27/1990 SRI LANKAN TAMIL REBELS ATTACK TWO MILITARY CAMPS IN NORTH.,1,352,1990,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Batticaloa town,33081,33081
AP 5/22/2001 Sri Lankan troops kill 16 Tamil rebels in new offensive,10,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,government spokesman,Jaffna,37032,37032
AP 5/22/2001 Sri Lankan troops kill 16 Tamil rebels in new offensive,6,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,government spokesman,Jaffna,37032,37032
R 5/23/2001 UPDATE 1-Mine blast kills 17 on Sri Lanka navy bus.,17,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Kantalai town,37034,37034
"AP 5/29/2001 Sri Lankan troops kill 8 rebels, recover explosives",3,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,government spokesman,North Eastern,37040,37040
"AP 5/29/2001 Sri Lankan troops kill 8 rebels, recover explosives",5,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,government spokesman,North Eastern,37040,37040
R 6/1/2001 UPDATE 1-Twelve killed in clash in Sri Lanka's northeast.,12,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military officials,Gomarankadawela village,37043,37043
R 7/28/1990 14 SOLDIERS KILLED IN SRI LANKAN REBEL AMBUSH.,14,352,1990,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Kaddaiparichchan town,33082,33082
X 7/28/1990 Security forces battling Tamil rebels in east.,2,352,1990,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,official sources,Kosgolla locality,33082,33082
"Reuters, 29 July 1990",0,520,1990,3,LTTE - Civilians,LTTE - Civilians,military sources,Sammanturai village,33082,33082
"AP 6/11/2001 Tamil rebels kill three Sri Lankan security men, two guerrillas dead",2,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,government spokesman,North Eastern,37052,37052
"AP 6/11/2001 Tamil rebels kill three Sri Lankan security men, two guerrillas dead",1,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,government spokesman,North Eastern,37052,37052
"AP 6/11/2001 Tamil rebels kill three Sri Lankan security men, two guerrillas dead",5,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,government spokesman,North Eastern,37052,37052
AP 6/15/2001 Seven killed in Sri Lanka's northeast in sporadic confrontation,1,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Trincomalee,37056,37056
R 2/29/1992 SRI LANKAN TROOPS ADVANCE INTO REBEL TERRITORY.,3,352,1992,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,waters off Jaffna town,33662,33662
R 6/21/2001 Eleven rebels killed in Sri Lanka clashes.,3,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military statement,Manal Aru stream,37062,37062
R 6/21/2001 Eleven rebels killed in Sri Lanka clashes.,8,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military statement,Manal Aru stream,37061,37061
AP 6/19/2001 Twelve killed in Sri Lanka's north and east in confrontations,4,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,government spokesman,Jaffna,37060,37060
AP 6/19/2001 Twelve killed in Sri Lanka's north and east in confrontations,5,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,government spokesman,Nagarkovil town,37060,37060
AP 6/25/2001 Mine blast kills six soldiers in Sri Lanka,6,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Kilali town,37066,37066
AP 6/25/2001 Mine blast kills six soldiers in Sri Lanka,6,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Jaffna,37067,37067
AP 6/26/2001 Seventeen dead in fresh fighting in Sri Lanka,11,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,government spokesman,Jaffna,37067,37067
AP 6/25/2001 Mine blast kills six soldiers in Sri Lanka,2,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Manal Aru stream,37067,37067
R 7/5/2001 Sri Lanka army kills some 12 Tamil rebels in raid.,12,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Mannar,37077,37077
"AP 7/27/2001 Fighting in Sri Lanka's civil war resumes, 8 killed, 18 wounded",2,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Jaffna,37096,37098
R 7/24/2001 Twelve killed in battle at Colombo airport.      R 7/25/2001 Sri Lanka airport set to reopen after rebel attack.,20,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Bandaranaike International Airport,37096,37096
"AP 7/27/2001 Fighting in Sri Lanka's civil war resumes, 8 killed, 18 wounded",6,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Jaffna,37098,37098
AP 7/28/2001 Nine killed in Sri Lanka's civil war,2,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Batticaloa,37100,37100
AP 7/28/2001 Nine killed in Sri Lanka's civil war,7,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Nagarkovil town,37100,37100
R 7/31/2001 Tamil Tiger rebels kill seven in Sri Lanka.,1,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Mannar town,37100,37102
R 7/31/2001 Tamil Tiger rebels kill seven in Sri Lanka.,5,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Welikanda town,37100,37102
AP 8/3/2001 Eight killed in Sri Lanka's civil war,5,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,government spokesman,Nagarkovil town,37104,37104
AP 8/3/2001 Eight killed in Sri Lanka's civil war,3,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,government spokesman,Vavuniya town,37104,37104
R 8/11/2001 Sri Lanka pounds rebels as eight killed in clashes.,8,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military statement,North Eastern,37111,37113
R 8/9/2001 UPDATE 1-Sri Lanka air force bombs rebels for fourth day.,16,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Nagarkovil town,37112,37112
AP 8/14/2001 Sri Lankan air force destroys Tamil rebel base in Sri Lanka's north,5,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,government spokesman,Jaffna,37116,37116
R 8/16/2001 Seven killed in Sri Lanka skirmish.,7,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military officials,Trincomalee,37119,37119
Reuters 24 mar 07,2,352,2007,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Jaffna,39165,39165
R 12/21/1990 41 TAMIL SEPARATISTS KILLED AFTER REBEL MINE KILLS EIGHT.,4,352,1990,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Palali locality,33227,33227
"R 8/21/2001 UPDATE 4-Sri Lanka rebels storm police station, 23 dead.",23,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military officials,Ampara,37124,37124
R 3/23/1992 SRI LANKAN TROOPS OVERRUN TAMIL REBEL BASE.,18,352,1992,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Mullaittivu,33686,33686
R 10/24/2001 Top officer among seven killed in Sri Lanka blast.,7,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Vadamaradchchi division,37188,37188
"R 8/23/2001 UPDATE 3-Tamil rebels attack Sri Lanka army camps, 15 dead.      R 8/27/2001 Sri Lanka says 16 rebels killed in weekend attack.",31,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military officials,Janakapura village,37126,37126
"R 8/26/2001 Sri Lanka hits back after rebel attacks, six dead.     R 8/27/2001 Sri Lanka says 16 rebels killed in weekend attack.",8,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military officials,Kilali town,37129,37129
"R 8/26/2001 Sri Lanka hits back after rebel attacks, six dead.     R 8/27/2001 Sri Lanka says 16 rebels killed in weekend attack.",8,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military officials,Muhamalai town,37129,37129
AFP 25 mar 07,2,352,2007,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Northern,39165,39165
"R 8/28/2001 Tractor blown up, five Sri Lankan troops killed.",5,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Vavuniya town,37131,37131
R 8/30/2001 Two Sri Lankan policemen killed by bomb.,2,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military officials,Kalmunai town,37133,37133
AP 9/10/2001 Fighting leaves 16 dead in Sri Lanka's civil war,1,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Eluthumadduval town,37141,37141
AP 9/10/2001 Fighting leaves 16 dead in Sri Lanka's civil war,2,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Iranai Iluppaikkulam locality,37141,37141
AP 9/10/2001 Fighting leaves 16 dead in Sri Lanka's civil war,5,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Manal Aru stream,37141,37141
R 9/7/2001 Four killed as Sri Lanka rebels attack checkpoint.,5,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military officials,Padditidal town,37141,37141
AP 9/10/2001 Fighting leaves 16 dead in Sri Lanka's civil war,3,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Nagarkovil town,37141,37143
AP 9/10/2001 Fighting leaves 16 dead in Sri Lanka's civil war,2,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Putukkulam locality,37142,37142
AP 9/10/2001 Fighting leaves 16 dead in Sri Lanka's civil war,2,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,defence ministry,Mannar town,37144,37144
AP 9/14/2001 Four Tamil Tiger rebels killed in northern Sri Lanka,3,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Manal Aru stream,37147,37147
"AP 9/16/2001 Tamil rebels' attack on ship repulsed in Sri Lanka; 26 dead, 12 missing",26,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Waters off Trincomale town,37150,37150
"X, 2001-09-24",0,520,2001,3,LTTE - Civilians,LTTE - Civilians,Defense Ministry,Jaffna town,37158,37158
"AP 9/27/2001 Key rebel leader, nine others killed in Sri Lanka's north",6,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Jaffna,37160,37160
"AP 9/27/2001 Key rebel leader, nine others killed in Sri Lanka's north",6,352,2001,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Vavuniya town,37160,37160
March 28 (Xinhua),1,4663,2005,2,LTTE - LTTE - K,LTTE - LTTE - K,defense officials,Eravur town,38438,38438
R 6/13/1994 Eight die in separatist violence in Sri Lanka.,8,352,1994,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Karainagar town,34497,34497
R 6/19/1994 Shells disrupt church feast in northern Sri Lanka.,2,352,1994,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Jaffna,34503,34503
R 8/8/1997 Fighting in Sri Lanka kills 33,3,352,1997,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Semmantivu village,35649,35649
R 12/29/1994 Eleven rebels killed in Sri Lankan attack.,11,352,1994,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Thamparaveli estate,34696,34696
R 5/30/1992 MILITARY SOLUTION TO SRI LANKA WAR LOOKS UNLIKELY.,3,352,1992,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources said.,Vavuniya town,33754,33754
R 5/31/1992 SRI LANKAN ARMY CAPTURES REBEL-HELD TOWN.,75,352,1992,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources said.,Jaffna,33754,33754
R 5/31/1992 SRI LANKAN ARMY CAPTURES REBEL-HELD TOWN.,8,352,1992,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources said.,Jaffna,33754,33754
R 5/31/1992 SRI LANKAN ARMY CAPTURES REBEL-HELD TOWN.,50,352,1992,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources said.,Mullaittivu,33754,33754
R 5/31/1992 SRI LANKAN ARMY CAPTURES REBEL-HELD TOWN.,7,352,1992,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources said.,water off Mullaittivu town,33754,33754
R 6/11/1992 SRI LANKAN TROOPS LAUNCH OFFENSIVE IN JAFFNA.     R 6/12/1992 AT LEAST 72 DEAD IN SRI LANKAN OFFENSIVE.,72,352,1992,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military,Tellipalai town,33766,33766
"R, 1992-07-06",10,520,1992,3,LTTE - Civilians,LTTE - Civilians,Tamil political sources,Vavuniya,33791,33791
R 7/10/1992 SRI LANKA TROOPS FIND BODIES FROM AIR CRASH.,15,352,1992,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Trincomalee,33795,33795
R 4/8/1995 Two Sri Lankan soldiers killed in northern attack.,2,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Palali locality,34797,34797
R 7/28/1992 FOUR SOLDIERS KILLED IN NORTHERN SRI LANKA.,4,352,1992,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman,Jaffna,33813,33813
R 8/5/1992 FOUR SOLDIERS KILLED IN SRI LANKAN REBEL AMBUSH.,4,352,1992,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Mannar,33821,33821
R 4/25/1995 PRESS DIGEST - Sri Lanka newspapers - April 25.,3,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,North Eastern,34811,34813
R 8/24/1992 SRI LANKAN BOY WOUNDED BY HELICOPTER FIRE.,4,352,1992,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military sources,Mullaittivu,33839,33839
Reuters 25/7,1,352,2004,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,TamilNet,Colombo city,38193,38193
R 6/15/1995 Sri Lanka Navy destroys Tamil rebel boat.,6,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,Batticaloa,34865,34865
R 1/24/1999 Seven killed in fresh fighting in Sri Lanka.,3,352,1999,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,,North Eastern,36183,36183
R 9/21/1992 23 soldiers killed in Sri Lanka ambush.,23,352,1992,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military statement s,Batticaloa,33868,33868
R 10/22/1992 Sri Lankan rebels kill six soldiers in east.,6,352,1992,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military spokesman and LTTE statement,Pulmoddai town,33899,33899
R 7/24/1995 Sri Lanka police kill two rebel leaders.,1,352,1995,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,military statement,Batticaloa,34903,34903
R 9/1/1991 SIX KILLED IN SRI LANKAN BOMB BLAST.,6,352,1991,1,Sri Lanka (Ceylon): Eelam,Government of Sri Lanka - LTTE,senior military officer,Kattankudy town,33482,33482
